"","Drug","ClogP","BSEP","Glu","Glu_Gal","THLE","HepG2","vDILIConcern","Fsp3","log10cmax","dili_sev"
"11","Procyclidine Hydrochloride",0.60684648217057,2.17223108561004,0.549731782989116,-0.143723615719352,0.924122180302529,-0.905260972433006,"No-DILI-Concern",1.22893212170692,-0.0326763515657444,1
"12","Vitamin D2 (Ergocalciferol)",2.27242658487734,2.17223108561004,0.489522684399684,-0.24160435401098,-0.563132210319328,0.549870451715904,"No-DILI-Concern",1.35171826298086,-1.35709724346402,1
"13","Paromomycin",-3.25081612286918,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",2.52227947645911,1.02456056353066,1
"14","Primaquine",-0.0852074300605818,0.275515818176048,-0.506812354879623,-0.339485092302608,0.700197815872001,-0.454579327391046,"No-DILI-Concern",0.0665566509802772,-0.253906079048685,1
"15","Benztropine Mesylate",0.234789414010192,2.17223108561004,-2.29367492401305,-0.535246568885864,-1.65804712998046,-1.56976905115567,"No-DILI-Concern",0.185249920878421,-0.568226213490112,1
"16","Amikacin",-3.17272578673477,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",2.33810026454819,1.21664285817857,1
"17","Dihydroergotamine",0.666889273953915,-0.92362550820107,-1.4650849954932,-0.0458428774277245,-0.540411973963834,-1.12259345841561,"No-DILI-Concern",0.414450717923111,-1.74442300774435,1
"18","Terazosin",-0.229587784869087,2.17223108561004,0.659163741242384,-0.24160435401098,0.886628372135591,0.406301885626507,"No-DILI-Concern",0.582258444330831,-1.01403932140833,1
"19","Diphenhydramine",0.211188779089571,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,-0.0334767918912408,"No-DILI-Concern",-0.367287714854316,-0.665709194804096,1
"20","Phenazopyridine Hydrochloride",-0.275053713907342,-0.157978456195991,0.659163741242384,0.247799337447159,-0.996541488491816,-0.512668628090627,"No-DILI-Concern",-1.57059189933894,-1.03021463518267,1
"21","Carbetapentane Citrate",0.645371047996878,2.17223108561004,-0.226796490920639,0.345680075738788,-0.71345962471119,-1.15999705053397,"No-DILI-Concern",1.08977449492979,-0.658455803096111,1
"22","Digoxin",-0.493012518762489,0.275515818176048,-2.41234065210957,-0.24160435401098,-1.78224988468375,-1.62282160842642,"No-DILI-Concern",2.22349986602585,-2.36719800092087,1
"23","Dobutamine Hydrochloride",-0.142473676559148,-1.03532307030026,0.659163741242384,-0.24160435401098,-0.0968797287982973,-0.540417749358129,"No-DILI-Concern",-0.207665731198192,-0.177264785018298,1
"24","Minoxidil",-1.23816785956504,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",0.705044585604773,-0.296193802210944,1
"25","Brompheniramine Maleate",0.157740282357576,2.17223108561004,-0.400188446500995,-0.339485092302608,0.924122180302529,-0.71782399583443,"No-DILI-Concern",-0.293616030089951,-1.47170191518911,1
"26","Tolterodine L-Tartrate",0.831746650237665,2.17223108561004,-1.30460596999331,-0.339485092302608,-0.51162337559288,-0.77627245311128,"No-DILI-Concern",0.29166457664917,-1.43721262400954,1
"27","Isoproterenol",-0.933789082721147,0.275515818176048,0.659163741242384,-0.24160435401098,0.843382262474834,-0.280148949697824,"No-DILI-Concern",0.29166457664917,0.0327826806051325,1
"28","Biperiden",0.728320338379649,-0.0622512366485974,-0.359492220033142,-0.143723615719352,0.924122180302529,-1.03001657495121,"No-DILI-Concern",0.96289548228005,-0.690629317197897,1
"29","Primidone",-0.680776393645665,-0.697669818391658,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",-0.207665731198192,0.272093322051696,1
"30","Triprolidine Hydrochloride",0.274355184318292,2.17223108561004,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",-0.277244544586759,-1.6518544477936,1
"31","Doxylamine Succinate",-0.16989206124634,2.17223108561004,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",-0.125808303682231,-0.6385045217532,1
"32","Paliperidone",-0.614139306810971,-0.235743782160784,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",0.565886958827639,-1.60595834573457,1
"33","Oxybutynin Hydrochloride",0.702290226334846,-1.07767672222206,-0.215646278279736,1.22660672036344,-0.854838011190375,-1.16500813992156,"No-DILI-Concern",0.848295083757704,-1.6518544477936,1
"34","Pamabrom",-0.664464190097589,2.17223108561004,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",-0.4000306858607,0.688334094285596,1
"35","Fexofenadine",-0.307678121003495,2.17223108561004,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",0.0911138792350655,-0.288790845544279,1
"36","Cyanocobalamin (Vitamin B12)",-3.65792707524989,0.275515818176048,-1.55601866898836,-0.24160435401098,-0.97526610023524,-1.06704390779814,"No-DILI-Concern",-1.57059189933894,-2.97020386189961,1
"37","Albuterol; Salbutamol",-0.965719353496105,2.17223108561004,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"No-DILI-Concern",0.631372900840408,-1.30380990838044,1
"38","Candesartan",0.814740310368394,-0.0844997067355978,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-1.05898297736419,-0.370742704150828,2
"39","Nizatidine",-1.04311555330932,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",0.81555211275132,0.115283655828713,2
"40","Glimepiride",0.388193540994228,-1.3106312913683,0.659163741242384,-0.24160435401098,0.872902315195864,0.939521132663514,"Less-DILI-Concern",0.6477443863436,-0.240848979100539,2
"41","Cyclophosphamide",-0.708194778332857,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",2.52227947645911,1.72078128064891,2
"42","Estradiol",0.326415408407897,-0.379799306722396,0.659163741242384,-0.24160435401098,-0.846846195143231,-0.855167181251179,"Less-DILI-Concern",1.15935330831836,-3.42473719520944,2
"43","Ifosfamide",-0.666546599061173,0.275515818176048,0.659163741242384,1.22660672036344,0.924122180302529,0.939521132663514,"Less-DILI-Concern",2.52227947645911,1.62606295452296,2
"44","Acetylsalicylic Acid (Aspirin)",-0.631839783001437,2.17223108561004,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-1.11628317662536,1.47424790989258,2
"45","Carboplatin",-0.95183662707221,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",1.15935330831836,1.38937708660519,2
"46","Captopril",-0.677999848360886,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",1.61366203103194,0.240476281146763,2
"47","Pravastatin",-0.276094918389134,0.136695227752554,0.659163741242384,-0.24160435401098,-0.77199403331863,0.939521132663514,"Less-DILI-Concern",1.45404004737582,-0.841857873195783,2
"48","Tamsulosin",-0.234793807278047,2.17223108561004,0.659163741242384,-0.24160435401098,0.924122180302529,-0.217382062146679,"Less-DILI-Concern",0.0665566509802772,-1.44630249377855,2
"49","Pyrazinamide",-1.22150858785636,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-1.57059189933894,1.87576141560753,2
"50","Ranitidine",-0.754354843692307,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",0.631372900840408,0.216184750704805,2
"51","Naproxen",-0.00954657105035556,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-0.69471742491816,1.80944910649666,2
"52","Entacapone",-0.375703480480579,-0.623242711297548,0.659163741242384,0.149918599155531,-0.985352946025815,-0.738518255762737,"Less-DILI-Concern",-0.4000306858607,0.209846087333955,2
"53","Chlorpromazine",0.852570739873507,0.275515818176048,-2.10521788333883,-0.339485092302608,-1.49833723324624,-1.48493968814377,"Less-DILI-Concern",-0.367287714854316,-0.303752621991893,2
"54","Tetracycline Hydrochloride",-1.29786358318779,0.275515818176048,-0.413050134795418,-0.339485092302608,-0.177077828588898,-0.0292011183523344,"Less-DILI-Concern",0.103392493362459,0.810854981429199,2
"55","Ibuprofen",0.289973251545173,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",0.320314676279756,1.51344133206618,2
"56","Tacrolimus",1.01777518431785,-1.31764913785781,-0.983873382852055,-0.143723615719352,-0.985352946025815,-0.760862925677061,"Less-DILI-Concern",1.59319767415295,-1.44630249377855,2
"57","Losartan",0.350016043328518,-1.56801555315909,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-0.453238013746075,-0.27442770312967,2
"58","Pranlukast",0.774480403739099,-1.58222195051217,-0.143282628043145,-0.339485092302608,-0.396107770084339,-0.0652621489794704,"Less-DILI-Concern",-0.964846935720831,-0.207213016222643,2
"59","Bupropion",0.127545352385605,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",0.320314676279756,-0.474643646511973,2
"60","Imipramine",0.761291813636399,0.275515818176048,-1.20492019944362,-0.339485092302608,-0.429565033874922,-1.04232196339619,"Less-DILI-Concern",-0.0644152330452604,-1.14606379857674,2
"61","Sertraline Hydrochloride",0.868882943421583,0.275515818176048,-2.18121970038381,-0.24160435401098,-1.54136661569216,-1.53722262417751,"Less-DILI-Concern",-0.367287714854316,-1.188351521739,2
"62","Rosiglitazone",0.0612553337115076,-1.52998641204704,0.659163741242384,-0.24160435401098,0.556841793557421,0.734913051132691,"Less-DILI-Concern",-0.432773656867085,-0.216078421665417,2
"63","Haloperidol",0.348974838846726,0.275515818176048,-0.920056862525861,-0.339485092302608,0.451385942937601,-1.28288845938921,"Less-DILI-Concern",-0.0112079051598857,-1.68607372628009,2
"64","Montelukast",1.95347094528836,-1.53690942277318,-1.82151261078543,0.247799337447159,-1.43308428097883,-1.31090267241613,"Less-DILI-Concern",-0.285430287338355,-0.437308149148358,2
"65","Lamivudine",-1.4943041620859,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",0.475843788560082,0.309690462137725,2
"66","Chloroquine",0.769274381330138,0.275515818176048,-1.07834273958352,-0.437365830594236,-0.198082307826927,-1.35004218799127,"Less-DILI-Concern",0.475843788560082,-0.155640879435024,2
"67","Paroxetine",0.483984353319102,0.275515818176048,-2.0848543975691,-0.24160435401098,-1.46103306139229,-1.43233180092106,"Less-DILI-Concern",-0.0644152330452604,-1.29163821129314,2
"68","Amoxicillin",-1.82610132361698,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",0.222085763260603,0.751961179242167,2
"69","Valsartan",0.699513681050068,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-0.035765133414674,0.683482254529299,2
"70","Fenofibrate",0.829317173113483,-0.948206938067014,0.659163741242384,-0.143723615719352,-0.848796740076771,0.903793604572413,"Less-DILI-Concern",-0.342730486599528,0.614755135890092,2
"71","Piroxicam",-0.331625824084713,0.275515818176048,0.659163741242384,-0.24160435401098,0.720398598355007,0.939521132663514,"Less-DILI-Concern",-1.29636951716047,0.305585619437734,2
"72","Venlafaxine Hydrochloride",0.147675305700252,0.275515818176048,0.659163741242384,-0.24160435401098,0.774950644389802,0.572155262200683,"Less-DILI-Concern",1.0774958808024,-0.464939523935966,2
"73","Thioguanine",-0.676611575718497,0.275515818176048,-1.89937962884203,0.443560814030415,0.924122180302529,-1.50218775519972,"Less-DILI-Concern",-1.57059189933894,-1.30380990838044,2
"74","Fluoxetine",0.597822709995039,0.275515818176048,-2.2169352252492,-0.24160435401098,-1.12062684928707,-1.52848314746399,"Less-DILI-Concern",-0.367287714854316,-1.10823614119347,2
"75","Alendronate Sodium",-2.94504907338289,2.17223108561004,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",2.52227947645911,-1.6518544477936,2
"76","Vancomycin",-1.38324235069474,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-1.57059189933894,-0.41476069899022,2
"77","Chlorpropamide",-0.171280333888729,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-0.342730486599528,1.44577255065743,2
"78","Trazodone",0.349321907007323,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.729944718480482,"Less-DILI-Concern",-0.0644152330452604,0.300298923178699,2
"79","Cisplatin",-1.57135329373851,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-1.57059189933894,0.39049695103547,2
"80","Metronidazole",-1.14550066068554,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",0.475843788560082,1.6819864148431,2
"81","Acyclovir",-1.82748959625937,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Less-DILI-Concern",-0.035765133414674,0.401377501215317,2
"82","Clofibrate",0.289973251545173,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.120079747585041,"Less-DILI-Concern",0.136135464368844,1.36784513593096,2
"83","Sulfamethoxazole",-0.791491136876226,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-1.16130476175914,1.68151236490743,3
"84","Mercaptopurine",-0.70125341512091,0.275515818176048,-2.35958210920942,-0.143723615719352,0.924122180302529,-1.62279595438519,"Most-DILI-Concern",-1.57059189933894,0.64328582739653,3
"85","Nomifensine",-0.163644834355587,0.275515818176048,0.659163741242384,-0.24160435401098,0.649212738581411,0.23329958289528,"Most-DILI-Concern",-0.54737405538943,-0.62517028502702,3
"86","Ebrotidine",-0.0786131350092318,-0.619828623816167,-0.217808681650353,1.91177188840484,-0.377062866080468,-1.05360119019182,"Most-DILI-Concern",-0.69471742491816,-0.0645694824606876,3
"87","Sitaxsentan",0.208412233804792,-1.33845610434156,0.857725662122424,-0.437365830594236,0.618437474074445,0.702794191508427,"Most-DILI-Concern",-0.661974453911775,0.922438434063062,3
"88","Erythromycin Estolate",0.0508432888935866,-1.53212970029924,-1.0888370573632,-0.24160435401098,-0.0868019133083403,-0.65511696771283,"Most-DILI-Concern",2.21531412327425,0.317220456847155,3
"89","Stavudine",-1.15625977366406,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",0.0665566509802772,0.164427212819203,3
"90","Nortriptyline",0.510708601685099,0.275515818176048,-2.12485373574689,-0.437365830594236,-1.37263544864033,-1.50085374505558,"Most-DILI-Concern",-0.494166727504055,-0.399480491765089,3
"91","Tasosartan",-0.134838177026005,-1.29452817874779,0.659163741242384,-0.24160435401098,-0.79725178414785,0.734100673160299,"Most-DILI-Concern",-0.682438810790766,0.205546026331919,3
"92","Diclofenac",0.653353615690618,-1.30837420020005,0.659163741242384,-0.24160435401098,0.168538866973049,0.939521132663514,"Most-DILI-Concern",-1.27999803165728,0.464731563610345,3
"93","Isoniazid",-1.21873204257159,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-1.57059189933894,1.2759832219921,3
"94","Sulindac",0.108803671713347,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-0.956661192969235,0.962610947224394,3
"95","Amiodarone Hydrochloride",2.11763418525091,0.275515818176048,-1.4496509695399,0.737203028905299,-1.40778137864652,-1.35568607706263,"Most-DILI-Concern",0.0665566509802772,-0.339042949534696,3
"96","Orlistat",2.0010192832902,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",2.10071372475191,-1.68607372628009,3
"97","Ethambutol",-0.945589400181457,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",2.52227947645911,0.960517074104658,3
"98","Gefitinib",0.957385324373912,-1.42781036059037,-1.80160005273279,-0.437365830594236,-1.64658767849591,-1.45359044975651,"Most-DILI-Concern",-0.0807867185484526,-0.160733598555012,3
"99","Amineptine",-0.11574942819315,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",0.103392493362459,0.266363575650551,3
"100","Zimelidine",0.12164519365545,0.275515818176048,0.659163741242384,0.737203028905299,0.924122180302529,-0.834507126711184,"Most-DILI-Concern",-0.801132080688909,-0.441768214927348,3
"101","Allopurinol",-0.768237570116202,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-1.57059189933894,0.661111155566422,3
"102","Bicalutamide",-0.0473770005554687,-1.13215038470276,0.659163741242384,1.4223681969467,-0.888259153778486,-0.470587449120711,"Most-DILI-Concern",-0.661974453911775,-0.0381026111974839,3
"103","Griseofulvin",-0.274359577586147,0.00477868090251998,0.659163741242384,-0.24160435401098,-0.409608069508609,0.432888023691427,"Most-DILI-Concern",0.115671107489854,0.261649757241023,3
"104","Carbamazepine",-0.160868289070808,0.111279243168938,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-1.57059189933894,1.07377757330824,3
"105","Benoxaprofen",0.340298134831791,0.182766441598526,0.659163741242384,-0.24160435401098,0.380877355710373,0.939521132663514,"Most-DILI-Concern",-1.05898297736419,1.53330645324491,3
"106","Sorafenib",0.906366304766099,-1.38539980721055,-1.81938095248644,2.00965262669646,-1.6368801053313,-1.50528334284188,"Most-DILI-Concern",-1.18176911863813,0.647549222535403,3
"107","Perhexiline",1.49568804146043,-0.0767800755971415,-2.30220155720904,-0.437365830594236,-1.64691276931817,-1.5663656150187,"Most-DILI-Concern",2.52227947645911,-0.60694146261868,3
"108","Macitentan",0.505502579276139,-1.48880872359105,0.659163741242384,-0.24160435401098,-0.314907306925114,0.939521132663514,"Most-DILI-Concern",-0.494166727504055,0.128128399540636,3
"109","Labetalol",-0.119220109799124,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,-0.127875112283215,"Most-DILI-Concern",-0.277244544586759,0.0728026936357476,3
"110","Tacrine",0.149410646503239,2.17223108561004,-0.0961914266783046,-0.143723615719352,0.180792984912002,-0.779025986870335,"Most-DILI-Concern",-0.309987515593143,-1.188351521739,3
"111","Ritonavir",0.726584997576662,-1.5671999655941,0.659163741242384,1.4223681969467,-1.10887842818274,-0.160430090608447,"Most-DILI-Concern",0.197528535005815,0.788596076159691,3
"112","Nefazodone",1.00007470812739,-1.50394451142517,-1.6377698144263,2.40117557986297,-1.46447360592784,-1.24740036901629,"Most-DILI-Concern",0.230271506012199,0.406696571511101,3
"113","Fipexide",0.565545371059483,-1.11030022482192,0.0562221416999124,2.69481779473786,-0.569950087286101,-0.587176515179609,"Most-DILI-Concern",-0.138086917809625,0.108078785058448,3
"114","Nevirapine",-0.0671598857095186,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-0.477795242000863,0.875856940746344,3
"115","Troglitazone",0.951485165643757,-1.46050973180094,0.0306524904691666,-0.0458428774277245,-1.07482516455135,0.440276387566657,"Most-DILI-Concern",0.136135464368844,0.384200449684293,3
"116","Erythromycin",-0.427763704570184,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",2.30126442216601,-0.0606669366665745,3
"117","Flupirtine (Kv7 hepatotoxic@400)",0.0727085830112207,0.275515818176048,0.659163741242384,-0.24160435401098,0.722746476515749,0.939521132663514,"Most-DILI-Concern",-0.752017624179332,0.0615204682193937,3
"118","Nitrofurantoin",-1.14897134229151,0.275515818176048,0.463143412949608,3.67362517765414,-1.00929227296477,-1.00946768792323,"Most-DILI-Concern",-1.05898297736419,0.23361642275893,3
"119","Nimesulide",0.127892420546202,0.275515818176048,0.659163741242384,-0.24160435401098,-0.124367963880224,0.787820235503118,"Most-DILI-Concern",-1.25544080340249,0.812955730633563,3
"120","Lapatinib",1.08337106667076,-1.3278534659966,-2.02677695727866,-0.437365830594236,-1.69489075650288,-1.52603746219974,"Most-DILI-Concern",-0.866618022701678,0.232159906854202,3
"121","Niacin; Nicotinic Acid",-0.709583050975247,0.275515818176048,0.659163741242384,0.541441552322043,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-1.57059189933894,1.50824870954348,3
"122","Iproniazid",-0.898041062179618,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-0.207665731198192,0.913541643448004,3
"123","Bosentan",0.459342513916689,-0.667341341265389,0.659163741242384,-0.24160435401098,-0.458263329239693,0.308132421173218,"Most-DILI-Concern",-0.510538213007248,0.233701916431941,3
"124","Ciprofloxacin",-1.23851492772564,0.275515818176048,0.659163741242384,-0.24160435401098,0.716443326684217,0.939521132663514,"Most-DILI-Concern",0.115671107489854,0.594370929834167,3
"125","Tipranavir",1.70774668758542,-1.54176501385781,-1.65468985217458,0.345680075738788,-0.872591582205837,-1.45106780236855,"Most-DILI-Concern",-0.117622560930635,1.3534440546113,3
"126","Pazopanib",0.281296547530239,-1.02895010700168,0.47180327478928,0.541441552322043,-1.30239777043165,-1.33948982569725,"Most-DILI-Concern",-0.792946337937313,1.2363870013271,3
"127","Mexiletine",-0.0952724067179054,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",0.29166457664917,0.200310871799721,3
"128","Dacarbazine",-0.8213389986876,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.728422578700632,"Most-DILI-Concern",-0.207665731198192,1.53876087912311,3
"129","Didanosine",-1.10419954957445,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",0.475843788560082,0.20737095221285,3
"130","Ketoconazole",0.0633377426750917,-1.53436782431481,-1.38522979613851,1.71601041182158,-1.29151625818667,-1.29633972834261,"Most-DILI-Concern",0.320314676279756,0.625477614971151,3
"131","Flutamide",0.170581804299679,0.275515818176048,0.0277419570224605,2.00965262669646,-1.29692540825699,-0.526513259009606,"Most-DILI-Concern",-0.0807867185484526,-0.646352499318497,3
"132","Benzarone",0.624199890200439,-0.298335385986106,-0.778004383283629,0.541441552322043,-1.34888575801435,-1.1945188386871,"Most-DILI-Concern",-1.08763307699477,0.690735646237285,3
"133","Leflunomide",-0.180304106064261,0.275515818176048,-0.0742496938987346,-0.0458428774277245,-0.768111004052786,-0.514609783877291,"Most-DILI-Concern",-0.887082379580668,0.87119600744134,3
"134","Abacavir (sulfate)",-0.707153573851065,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",0.475843788560082,0.685916370145074,3
"135","Sunitinib Malate",0.0536198341783656,-1.0715123976029,-2.21957930140853,-0.437365830594236,-1.62938495581816,-1.59047186243105,"Most-DILI-Concern",-0.0807867185484526,-1.188351521739,3
"136","Trovafloxacin Mesylate",-1.04866864387888,0.275515818176048,0.659163741242384,-0.24160435401098,-1.54814837145646,-1.24551907265917,"Most-DILI-Concern",-0.54737405538943,0.297733389353787,3
"137","Benziodarone",1.21976885378552,-1.41062612026742,-0.49613356667023,1.12872598207181,-0.835720864781558,-0.891433444208182,"Most-DILI-Concern",-1.08763307699477,0.330519409736825,3
"138","4-Aminosalicylic Acid",-0.620386533701723,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-1.57059189933894,1.52408855392628,3
"139","Minocycline Hydrochloride",-0.915394470209486,0.275515818176048,0.659163741242384,-0.24160435401098,-1.44717154994329,0.939521132663514,"Most-DILI-Concern",0.209807149133209,0.49680881165434,3
"140","Hydroxyurea",-1.61161320036781,0.275515818176048,0.659163741242384,-0.24160435401098,0.729609504985613,0.939521132663514,"Most-DILI-Concern",-1.57059189933894,2.1155770751017,3
"141","Ticrynafen",0.135180851918747,0.275515818176048,0.659163741242384,-0.24160435401098,0.434264492965415,0.939521132663514,"Most-DILI-Concern",-1.25544080340249,0.975985403250842,3
"142","Benzbromarone",1.08788295275852,-1.3378301883033,-0.103252544793729,0.247799337447159,-0.986310157891349,-0.78276292554334,"Most-DILI-Concern",-1.08763307699477,0.245391733260575,3
"143","Valproic Acid",-0.0289823880438082,0.275515818176048,0.659163741242384,-0.24160435401098,0.924122180302529,0.888845849880396,"Most-DILI-Concern",2.01067055448435,1.52674547757576,3
"144","Cinchophen",0.498908284224789,-0.38987086479247,0.659163741242384,-0.24160435401098,0.924122180302529,0.939521132663514,"Most-DILI-Concern",-1.57059189933894,1.83275039288563,3
"145","Imatinib",0.584981188052936,-1.37868543516383,-1.31901516022594,0.541441552322043,-1.02194372413093,-1.41221048124697,"Most-DILI-Concern",-0.584209897771613,-0.0995743863768827,3
"146","Tamoxifen",1.37942020766031,0.275515818176048,-1.95987568143325,-0.143723615719352,-1.50001686916124,-1.39974261720752,"Most-DILI-Concern",-0.625138611529593,-1.08577898980126,3
"147","Flupirtine (Kv7 hepatotoxic@600)",0.0727085830112207,0.275515818176048,0.659163741242384,-0.24160435401098,0.722746476515749,0.939521132663514,"Most-DILI-Concern",-0.752017624179332,0.225050156147579,3
